音声ファイル読み込み中...
ファイルサイズ: 24.7MB
Gemini 2.5 Pro に送信中...
処理時間: 256.4秒

===== 文字起こし結果 =====
おさき（女性）: [16:00] マシンガンみたい。ベラベラベラ。
ゆのん（女性）: [16:02] そう。
みみこ（女性）: [16:03] 大雑把にわざと自分にこう鈍感力をつけるっていうのもすごい大事で。
ゆのん（女性）: [16:08] 確かに。
みみこ（女性）: [16:09] いちいち気にしないっていう風になっていくと、あの、実は人生がうまく回り始める。
ゆのん（女性）: [16:14] うわあ。
おさき（女性）: [16:15] それ人にに対してもそうなんですか？
みみこ（女性）: [16:16] それはもう、そうですね、全般にたいしてそう。
ゆのん（女性）: [16:19] うわあ、そうなんだ。
みみこ（女性）: [16:20] パートナーシップのお部屋なんですよね。11室のね、この天王星、あ、海王星とも相まって。
ゆのん（女性）: [16:26] うんうん。
みみこ（女性）: [16:27] えっ、海王星っていうのは不安とか恐怖とか苦手なんですよ。友達とかチームとか仲間のところに入ってるんだけど。あの、だからいらないんですよ。そんなたくさんの人いらない。
ゆのん（女性）: [16:35] いや、いらないいらないいらない。
みみこ（女性）: [16:36] むしろなんか、むしろなんか、あの、手に余る。
ゆのん（女性）: [16:39] うわあ。
おさき（女性）: [16:40] うん。
ゆのん（女性）: [16:40] ほんとにそう。キャパがあるんですよ。
おさき（女性）: [16:42] 友達の。
ゆのん（女性）: [16:43] そうなんです。
おさき（女性）: [16:44] そうなんです。
ゆのん（女性）: [16:44] ええ！？
おさき（女性）: [16:45] すごいなんですか。みみこ先生。
ゆのん（女性）: [16:47] みみこ先生。
おさき（女性）: [16:48] みみこ先生。
ゆのん（女性）: [16:50] もう、いいなこりゃ。
みみこ（女性）: [16:51] いいなこりゃ。なかなかね、あの、ちょっと、あの、テンション上がるわ。
ゆのん（女性）: [16:54] ああああ
おさき（女性）: [16:55] ああああ
みみこ（女性）: [16:56] っていうのがあって。
ゆのん（女性）: [16:58] すごい。
おさき（女性）: [16:58] ほんとにそう。
みみこ（女性）: [16:59] で、あとですね、ここね、7番ですね。人ととの相性、恋人、パートナー、仕事相手のところに、この二つが入っています。表現力もかなり豊かだし。だから洞察力も鋭い。
ゆのん（女性）: [17:12] うん。
おさき（女性）: [17:12] 確かに。
みみこ（女性）: [17:13] だから、あの、演技とかも向いてて。
ゆのん（女性）: [17:15] へえ。
みみこ（女性）: [17:16] なりきり型の憑依型になれるんで。役の難易度高ければ高いほどやってみるといいんだって。
ゆのん（女性）: [17:22] マジじゃん。
おさき（女性）: [17:23] そうなの？
ゆのん（女性）: [17:24] ええ。
おさき（女性）: [17:24] いいの？やりましょう？
ゆのん（女性）: [17:26] どんどんどんどんやってこうもう。
おさき（女性）: [17:28] やってこう。
ゆのん（女性）: [17:29] ええ！？
話者（男性）: [17:30] さきさんとかはどうですか？
おさき（女性）: [17:32] 私実は子役を最初にやってたんですよ。この活動する前に。
ゆのん（女性）: [17:35] ああ。
おさき（女性）: [17:36] 小学1年生から小学5年生ぐらいまでやってて。で、弟も子役やってたんですけど。
ゆのん（女性）: [17:41] うん。
おさき（女性）: [17:41] で、弟はもう連ドラ決まって。毎日朝から夜までずっと撮影ママと一緒にいてて。で、私は妹の面倒みたいな。もうママもやっぱ弟がオーディションとか受かると喜ぶじゃないですか。で、私もほんと悔しいし、もうママのこと喜ばしたろとか思ったんですけど、その経験があってなんかちょっと抵抗感あるっていうか、今。だから演技みんなに「絶対向いてるよ」ってやっぱ言われるんですけどなんかめっちゃ苦手意識あって挑戦できないっていうのがめちゃめちゃあって。
ゆのん（女性）: [18:16] うんうんうんうん。
みみこ（女性）: [18:17] だ、私は逆に今だからこそそのさっき言った細かい洞察力で役になりきるとか、分かんないけど、難易度が高いとしたらさ、なんかこう精神的にこういっちゃってる例えば殺人犯とかにやる。とするじゃん。でもそうするとこの殺人犯の人がどうしてこうなってったのかとかさ、どういう風な生い立ちになってこうなっちゃったのかとか。
ゆのん（女性）: [18:31] うんうんうんうん。
おさき（女性）: [18:39] ああああ
みみこ（女性）: [18:40] そういうのを考えたり、あの、ストーリー性を考えるの好きなはず。
ゆのん（女性）: [18:43] え、だってさ、映画見たら本読むとか言っとったじゃん。
おさき（女性）: [18:46] あ、うん。なんかもう詳しく知りたいから。
ゆのん（女性）: [18:48] そうそうそう。
おさき（女性）: [18:49] その映画の元になってる人のこととかめっちゃ調べる。
ゆのん（女性）: [18:51] そう。
おさき（女性）: [18:52] マジっすか。
ゆのん（女性）: [18:53] マジっすか。
おさき（女性）: [18:54] これさ、ゆのん達でしか話してないじゃん。
みみこ（女性）: [18:57] そのお母さんの存在が大きいんだよね。
ゆのん（女性）: [19:01] うわあ。
おさき（女性）: [19:01] うん。
みみこ（女性）: [19:02] えっ、どでかいです。
ゆのん（女性）: [19:03] どでかい。
おさき（女性）: [19:04] どでかい。
みみこ（女性）: [19:05] ちょっと。
おさき（女性）: [19:06] うん。
みみこ（女性）: [19:06] この4番だよね。家庭とか自宅とか晩年の居場所のところに土星、プレッシャーとか試練とか課題なんだけど。お母さんの存在がずっと自分の中でこう大きいという。
ゆのん（女性）: [19:13] うん。
おさき（女性）: [19:18] うんうん。
みみこ（女性）: [19:19] いつもいる。
ゆのん（女性）: [19:20] いつもいる。
みみこ（女性）: [19:20] っていう感じになる。
ゆのん（女性）: [19:22] そう。
みみこ（女性）: [19:23] お手本にしたいとか、日本にしたいとか偉大。
ゆのん（女性）: [19:27] それです。
おさき（女性）: [19:28] だからどうしてもこう自分に目を向けてもらいたいとか。なんかそういう感じになっていくんだよね。
ゆのん（女性）: [19:33] うんうんうんうん。
おさき（女性）: [19:36] そうですね。
ゆのん（女性）: [19:37] うんうんうんうん。
おさき（女性）: [19:38] ママ何て言うだろうとか思いながらいつも生活してます。
みみこ（女性）: [19:42] そうなんですよね。
話者（男性）: [19:44] お母さん何やってる方なんですか？
おさき（女性）: [19:45] ママはもうほんとずっと専業主婦だったんですけど。もう子役ん時からもうママがサポートしてくれるし、ママが私演技レッスンとか通ったことなくて。ママがなんかもうママ何も経験ないのに演技指導とか私にしてたし。
ゆのん（女性）: [20:00] ああああ
おさき（女性）: [20:01] 誰やったんだよって。
ゆのん（女性）: [20:03] ああああ
おさき（女性）: [20:04] だからマジでなんか怒られるのもなんか意味わかんないなとか思うから。いたんですけど、確かにママの言ってることって全部正しいなと思っちゃって。だからもうもし迷ったりしたら全部ママに聞くんですよ。
みみこ（女性）: [20:15] あと睡眠なんだよね。
ゆのん（女性）: [20:17] 睡眠。
みみこ（女性）: [20:18] うん。
みみこ（女性）: [20:19] さきちゃんの場合は周波数ちょっと敏感です。本当は寝る前は電波を一切遮断した方がいい。
ゆのん（女性）: [20:26] ええ！？
みみこ（女性）: [20:27] だから寝ながらスマホは本当は封印の。
ゆのん（女性）: [20:30] ええ！？
おさき（女性）: [20:31] ええ！？
ゆのん（女性）: [20:32] そうなんですか。
おさき（女性）: [20:33] そうなんです。
ゆのん（女性）: [20:34] うん。
おさき（女性）: [20:35] 分かってたんですけどね。
ゆのん（女性）: [20:36] ああ。
おさき（女性）: [20:37] めちゃくちゃ。
ゆのん（女性）: [20:38] 私本当に寝れなくて。
おさき（女性）: [20:41] うん。
みみこ（女性）: [20:42] 寝てるようで寝てない。
ゆのん（女性）: [20:43] いや、ほんとにそう。
おさき（女性）: [20:44] そうそうそうそう。
みみこ（女性）: [20:45] そういうこと。
ゆのん（女性）: [20:46] 足音とかで起きちゃうし。
おさき（女性）: [20:47] うん。
ゆのん（女性）: [20:47] ドア開けた音で起きちゃう。
みみこ（女性）: [20:50] もう寝る前に、もうスマホは今日なしって言って電源切って。
ゆのん（女性）: [20:54] 電源切って。
みみこ（女性）: [20:54] 電源切るっていうか、まあどっか違うところに置いて目覚ましとかかけ。
ゆのん（女性）: [20:58] え、それできる？
おさき（女性）: [20:59] 何してればいいんですか？私。
ゆのん（女性）: [21:00] 寝るんだよ。
おさき（女性）: [21:01] ああああ
ゆのん（女性）: [21:02] 寝るんだよ。
おさき（女性）: [21:03] 寝るんだよ。
ゆのん（女性）: [21:04] 寝るんだよ。
おさき（女性）: [21:05] 寝ればいいんだ。
ゆのん（女性）: [21:06] そうだよ。
おさき（女性）: [21:07] ああああ
ナレーター（女性）: [21:10] 番組に登場する占いがスマホで体験できる。運命や過去、現在未来を的中させまくりで話題の星ひとみさんや木下レオンさん、みみこさん、大串ノリコさん、しゅまさんの占いも。
ナレーター（女性）: [21:25] 詳しくは概要欄をチェック。
みみこ（女性）: [21:33] ゆのんさんは人との相性とか、あの恋人パートナー仕事相手のところにですねこう冥王星破壊と再生ビッグバンでしょ？金星でしょ？それから木星も入っているという。
ゆのん（女性）: [21:37] めっちゃ入ってる。
おさき（女性）: [21:44] 大丈夫？
ゆのん（女性）: [21:46] 入ってるもの大丈夫？
みみこ（女性）: [21:47] この星の特性上、とにかく好きになったら一直線。
ゆのん（女性）: [21:51] 来た。
おさき（女性）: [21:52] 来ました。
ゆのん（女性）: [21:53] 来ました来ました。好きになったら一直線。
おさき（女性）: [21:55] 中島ゆのんね。
みみこ（女性）: [21:56] もう脇目も振らない。もうとにかくその人にストレートに。
ゆのん（女性）: [21:57] うん。
おさき（女性）: [22:00] すごいよ。
みみこ（女性）: [22:01] 好き好き好きって伝える。勝率高くなんかないですか？今まで自分が好きになった人と、お付き合いで。
ゆのん（女性）: [22:06] ああああ
おさき（女性）: [22:07] 外したことないんじゃないかな？
ゆのん（女性）: [22:09] ええ！？
みみこ（女性）: [22:10] 外したことあんまないんじゃない？
ゆのん（女性）: [22:11] ああああ
おさき（女性）: [22:13] いや、なんかそうですね。あの。
みみこ（女性）: [22:14] もう狙った獲物も逃さない。
ゆのん（女性）: [22:17] ああああ
おさき（女性）: [22:18] マジでゆのんはすごいです、よ。
みみこ（女性）: [22:20] 外さないんですよ。
ゆのん（女性）: [22:22] うん。
おさき（女性）: [22:23] 諦めを知らないね。
ゆのん（女性）: [22:24] ああああ
ナレーター（女性）: [22:26] Work On
ナレーター（女性）: [22:27] Work On
みみこ（女性）: [22:29] あとね、とにかく信頼第一なんですよ、相手に対して。だからもう当然浮気も絶対NGだし。信頼崩されたらもうアウト。
ゆのん（女性）: [22:38] うん。
おさき（女性）: [22:39] マジでそう。
ゆのん（女性）: [22:40] 信じとる相手にちょっとでもなんか。
おさき（女性）: [22:42] うん。
ゆのん（女性）: [22:42] ちょっとでもつかれたら。
おさき（女性）: [22:44] はあ
ゆのん（女性）: [22:45] もう悲しいって。
おさき（女性）: [22:46] ああ、もう終わりです、ね。
ゆのん（女性）: [22:48] あたし達ちゃう。
おさき（女性）: [22:49] 例えばなんですか。
ゆのん（女性）: [22:52] もうちょっとの嘘ですよね。なんか。男の人達と飲んでましたみたいな。ご飯行ってました。男の人達と。で行っとったのに、実は女の人1人おったとか。
おさき（女性）: [23:03] そのしょうもない嘘なんな。
ゆのん（女性）: [23:05] 言ったらいいのに。
おさき（女性）: [23:07] なんでそこで言ったとか。
みみこ（女性）: [23:08] だからそうなんですよね。そのまさに冥王星なんだけどさ、その。格納しておくんでしょ？色々な証拠。それで、もうバーンって爆発した時に全部それこうぶつける。
ゆのん（23:14): [23:20] バーンバーンバーンってやるから。
おさき（女性）: [23:23] めっちゃ貯めて貯めて。
ゆのん（女性）: [23:25] 貯めて貯めて。
おさき（女性）: [23:26] 確かに。
ゆのん（女性）: [23:27] めっちゃ言うかもう最後に。
おさき（女性）: [23:28] そう。
ゆのん（女性）: [23:28] もうどうにでもなれってなった時に。
おさき（女性）: [23:30] そうなんだよ。
ゆのん（女性）: [23:31] 離れる覚悟できてきた時に全部バーンって言って終わる。
みみこ（女性）: [23:34] これがもう破壊なんですよ。
ゆのん（女性）: [23:35] 破壊だわ。
みみこ（女性）: [23:36] うん。
みみこ（女性）: [23:37] 大体こう貯めてるから。
ゆのん（女性）: [23:39] ああ。
おさき（女性）: [23:39] 貯めて貯めて。
ゆのん（女性）: [23:40] ああああ
おさき（女性）: [23:41] うわあああ
ゆのん（女性）: [23:43] ねえ、確かに。
おさき（女性）: [23:44] 確かに。
ゆのん（女性）: [23:45] うん。
おさき（女性）: [23:45] すごい。
みみこ（女性）: [23:46] あとこの星の特性上なんかホールドされることが大好きなんです。
ゆのん（女性）: [23:52] うん。
みみこ（女性）: [23:52] だから、なんか大きい背が高い人とかこうなんか細身の人で、あんまり筋肉質じゃない人。で、やっっっっかんがない人。がちょっと好きになりやすくて。
ゆのん（女性）: [24:02] へえ。
みみこ（女性）: [24:03] なんでかっつとこうされたいんですよ。ホールドされたい。
ゆのん（女性）: [24:07] ああああ
おさき（女性）: [24:08] 抱きしめて。
ゆのん（女性）: [24:09] そうそうそう。
みみこ（女性）: [24:10] これ弱い。
おさき（女性）: [24:11] 包んで包んで。
みみこ（女性）: [24:12] ホールド感は弱い。
ゆのん（女性）: [24:13] 大好き。
おさき（女性）: [24:14] 守られるの好き。
ゆのん（女性）: [24:15] そうなんです、よ。
おさき（女性）: [24:16] 「のんちゃん」みたいな。
ゆのん（女性）: [24:18] 確かに。
おさき（女性）: [24:19] 「のんちゃん」みたいな人が好き。
ゆのん（女性）: [24:20] そうそうそうそう。
みみこ（女性）: [24:21] これやられるとね、結構あの、ほれっぽくなっちゃう。
ゆのん（女性）: [24:25] ね、やばいじゃん。
おさき（女性）: [24:26] やめてくださいよ。
ゆのん（女性）: [24:27] やばいじゃん。
みみこ（女性）: [24:28] これ、一応聞いてい。23年の3月16歳高校1年ぐらいに結構大恋愛してます？
ゆのん（女性）: [24:37] 覚えてない。
おさき（女性）: [24:38] した。
ゆのん（女性）: [24:39] した。
おさき（女性）: [24:40] ああああ
ゆのん（女性）: [24:41] ああああ
ナレーター（女性）: [24:44] Work On
ナレーター（女性）: [24:46] Work On
みみこ（女性）: [24:47] なんで別れちゃった？
ゆのん（女性）: [24:49] なんか、ゆのんがめっちゃ頑張っとったし。
おさき（女性）: [24:53] うんうんうんうん。
ゆのん（女性）: [24:53] 家事とかもめっちゃやっとったし。
おさき（女性）: [24:56] うん。
ゆのん（女性）: [24:56] でも喜んで欲しくてやっとったけど、それがちょっとダメにさせてしまったかなみたいな。でもすごい男気あって面白かったし、そういう人も自立しとったけ。やっぱバカなことばっかして楽しかったし。しょうもない遊びでもめっちゃ楽しかったけど。なんかちょっと。
おさき（女性）: [25:01] うんうんうんうん。
ゆのん（女性）: [25:11] うん。
おさき（女性）: [25:12] 違うかもなって思っちゃって最後の方に。
みみこ（女性）: [25:15] えっ、一応年表で言うと、あの26歳頃に結婚の周期が入ってます。
ゆのん（女性）: [25:21] へえ。
みみこ（女性）: [25:22] 最適な時期。
おさき（女性）: [25:23] 26。
ゆのん（女性）: [25:24] へえ。
みみこ（女性）: [25:24] だから、ええと2033年頃かな。
ゆのん（女性）: [25:27] へえ。
みみこ（女性）: [25:28] 感じが入っていて。それまでお仕事とか色々やりたいっていうんだったら色々やって、その辺あたりに結婚が最適。
ゆのん（女性）: [25:35] そうなんだ。
みみこ（女性）: [25:36] 感じになってます。
ゆのん（女性）: [25:37] はい。
みみこ（女性）: [25:37] うんうんうん。で、今度はね、さきちゃんですね。
ゆのん（女性）: [25:39] はい。
みみこ（女性）: [25:40] こちらの方に8番の方に冥王星入ってるんですよ。じゃん。
ゆのん（女性）: [25:44] ええ！？
おさき（女性）: [25:44] なにこれ。
ゆのん（女性）: [25:45] これ温泉は。
みみこ（女性）: [25:46] あの、結婚の部屋になるんですかね、財産、結婚、セックス、死と再生と言って、あの、このまま言います。あの、なかなか理想高いです。
ゆのん（女性）: [25:53] ええ！？
おさき（女性）: [25:54] ええ！？
ゆのん（女性）: [25:54] ええ！？
おさき（女性）: [25:55] ええ！？
ゆのん（女性）: [25:56] そう。
おさき（女性）: [25:56] 理想高いよね、さきちゃん。
みみこ（女性）: [25:59] それもかなりの王道が好きです。
ゆのん（女性）: [26:01] ああああ
おさき（女性）: [26:01] ああああ
みみこ（女性）: [26:02] ああああ
おさき（女性）: [26:03] はい。
ゆのん（女性）: [26:04] そうなんですよ。
ナレーター（女性）: [26:06] Work On
ナレーター（女性）: [26:07] Work On
みみこ（女性）: [26:09] ま、イケメン、好青年、清潔感、それなりの筋肉、細マッチョ。誰にでも好かれて人間性もかなり見る。中身がしっかり伴ってないといただけません。
ゆのん（女性）: [26:18] ああああ
おさき（女性）: [26:19] ああああ
ゆのん（女性）: [26:20] うっそ。
おさき（女性）: [26:21] 人生ちょっと待って。
ゆのん（女性）: [26:22] やばくない？
おさき（女性）: [26:24] やばい。私本当にそう高いんですよ。
ゆのん（女性）: [26:27] そう。
おさき（女性）: [26:27] 一個でも私の理想に達してなかったらもうないかなってなっちゃう。
みみこ（女性）: [26:33] なっちゃうんですよ。
おさき（女性）: [26:34] そう。そこもこだわり。
みみこ（女性）: [26:35] だからそもそもなんですけど、めったにこう人をこう恋愛対象として見ないので。
ゆのん（女性）: [26:41] はい。
みみこ（女性）: [26:42] 恋愛の回数自体はちょっと少ないんじゃないかなと思います。
ゆのん（女性）: [26:45] めっちゃ少ないです。
おさき（女性）: [26:46] 対象として見ないから。
ゆのん（女性）: [26:47] 好きになった人いたこともあんまりないんですよ、私。
おさき（女性）: [26:50] そうなんです。
ゆのん（女性）: [26:50] うーん。
みみこ（女性）: [26:51] それぞれの家族の価値観が違うと。
ゆのん（女性）: [26:55] うん。
みみこ（女性）: [26:56] うん。将来的に一緒にいてもいいのかなって不安になります。
おさき（女性）: [27:00] うう。
ゆのん（女性）: [27:00] ああ。
おさき（女性）: [27:01] 一番そこだ。
ゆのん（女性）: [27:03] 言ってない。
おさき（女性）: [27:04] 一番そこ。
みみこ（女性）: [27:05] そうだよね。
おさき（女性）: [27:05] 重要。
みみこ（女性）: [27:06] そこが重要なんです、よ。
おさき（女性）: [27:07] え、すごくない？
ゆのん（女性）: [27:08] え、待って。
おさき（女性）: [27:09] ゆのん言ってないよね？
ゆのん（女性）: [27:10] 言ってない。
おさき（女性）: [27:11] 言ってない。
ゆのん（女性）: [27:12] そんな、リークしない。
おさき（女性）: [27:13] やばい。
ゆのん（女性）: [27:14] ゆのんはみみこ先生にリークしてました。
おさき（女性）: [27:18] ゆのんはリークしてない。
ゆのん（女性）: [27:19] 言ってないよね。
おさき（女性）: [27:21] してません。
みみこ（女性）: [27:21] リークはされてないです、はい。
ゆのん（女性）: [27:23] ない通者じゃないでしょ。私は人狼じゃないです。
おさき（女性）: [27:26] ほんとです、よ。
ゆのん（女性）: [27:27] ほんと。
おさき（女性）: [27:28] ちょっと待って。
みみこ（女性）: [27:29] そうなんですよ、ね。
ゆのん（女性）: [27:31] さきちゃんがなんか言っとるポイントはマジでそこ。
おさき（女性）: [27:33] でしかないよね。
ゆのん（女性）: [27:34] そこしかないんです、よ。
みみこ（女性）: [27:35] 自分の家族もそうなんだけど、相手の家族にもそれを求めるんですよ。だからお父さんとかお母さんに何かすごいなんか冷たい言い方とかしてると嫌になっちゃう。
ゆのん（女性）: [27:43] うんうんうんうん。
おさき（女性）: [27:45] そうですそうです。
ゆのん（女性）: [27:46] もっともっと大事にしてあげて。
おさき（女性）: [27:47] うん。
ゆのん（女性）: [27:48] っていう風にすごい思う。
おさき（女性）: [27:50] 相手のお母さんへの対応の仕方でちょっと見てる、見ちゃっていうのがあるかもしれない。
ゆのん（女性）: [27:55] そうなんだよ。
みみこ（女性）: [27:56] そうなんだよ。で、これはあの些細なことでは全然ないです。この星を見る限り大きいことなので。だからすり合わせが必要。
ゆのん（女性）: [28:02] へえ。
みみこ（女性）: [28:03] 私は実は大事にしてるから、そこをあなたも大事にしてほしいよってのをちゃんと今からすり合わせていく必要がある。
ゆのん（女性）: [28:12] へえ。
みみこ（女性）: [28:13] 来年、あの。
ゆのん（女性）: [28:14] 来年。
みみこ（女性）: [28:15] 来年。ええ。
おさき（女性）: [28:15] ええ。
みみこ（女性）: [28:16] これ、27年はさすがに早すぎるみたいな感じだとするんだったら28歳の頃かな？に適齢期がやってくる。で、これ逃すと31とかになっちゃうから。だから28は結構大事な。
ゆのん（女性）: [28:20] うん。
おさき（女性）: [28:22] うん。
ゆのん（女性）: [28:27] うん。
おさき（女性）: [28:32] ええ！？
ゆのん（女性）: [28:34] そうなんですか。
おさき（女性）: [28:35] ああ。
ゆのん（女性）: [28:36] 28か。
おさき（女性）: [28:37] うん。
ゆのん（女性）: [28:38] やば。
おさき（女性）: [28:38] やばいね。
ゆのん（女性）: [28:39] え、どうしよ、さき、来年。
おさき（女性）: [28:41] うわあ。
ゆのん（女性）: [28:42] うわあ。
おさき（女性）: [28:43] うわあ。
ゆのん（女性）: [28:44] みみこ先生来てもらおう。
おさき（女性）: [28:45] みみこ先生来てもらいます？
みみこ（女性）: [28:46] あ、全然喜んで。
ゆのん（女性）: [28:47] ああああ
おさき（女性）: [28:48] ああああ
ゆのん（女性）: [28:49] うわあああ
話者（男性）: [28:50] はい。
おさき（女性）: [28:51] うわあああ
ゆのん（女性）: [28:52] うわあああ
おさき（女性）: [28:53] お疲れ様でした。
ゆのん（女性）: [28:54] お疲れ様でした。ありがとうございます。
おさき（女性）: [28:56] ありがとうございました。
ゆのん（女性）: [28:57] ありがとうございました。
おさき（女性）: [28:58] え、でも当てりすぎてバれてなかったんですけど。
ゆのん（女性）: [29:00] 怖いです。
おさき（女性）: [29:01] え、なんで知ってるの？
ゆのん（女性）: [29:03] え、なんで分かったん？
おさき（女性）: [29:05] ねえ、ゆのん誰にも言ってないじゃん。
ゆのん（女性）: [29:06] ほんとにそう。
おさき（女性）: [29:07] うちらはやっぱさそり座だから誰にも言わないから。
ゆのん（女性）: [29:09] 言わないです、よ。
おさき（女性）: [29:10] うん。
ゆのん（女性）: [29:10] やばいじゃん。
おさき（女性）: [29:11] 言ってるわけがないんですよ。
ゆのん（女性）: [29:12] なわけないんですよ。
ゆのん（女性）: [29:14] ああああ
おさき（女性）: [29:15] で、YouTubeでも話してないこと言われて。
話者（男性）: [29:17] 言われました。
おさき（女性）: [29:18] うん。
話者（男性）: [29:18] さきさんはね、占い初めてって。
おさき（女性）: [29:21] はい。
おさき（女性）: [29:22] 私占いちょっと信じちゃいました。
ゆのん（女性）: [29:25] ああああ
おさき（女性）: [29:25] ああああ
ゆのん（女性）: [29:26] ああああ
おさき（女性）: [29:27] え、占いってすごいんだね。
ゆのん（女性）: [29:29] すごいよね。
おさき（女性）: [29:30] 自信にもなるよね。
ゆのん（女性）: [29:32] 確かにな。
おさき（女性）: [29:33] 自分も。
ゆのん（女性）: [29:34] 気づけんかった。
おさき（女性）: [29:34] なんか決断とかにも繋がるし。
ゆのん（女性）: [29:37] ちょっとこれからゆのんとスピカツしようかな。
おさき（女性）: [29:41] ああああ
ゆのん（女性）: [29:41] ああああ
話者（男性）: [29:42] スピカツ。
ナレーター（女性）: [29:44] 仕事運に恋愛運、金運など、あなただけの開運日が一目瞭然。
ナレーター（女性）: [29:51] 番組に出演している占い師が毎日あなたの運勢や運のいい日を教えてくれます。
ナレーター（女性）: [29:58] さらに、2026年上半期の運勢も確認できます。
ナレーター（女性）: [30:03] 詳しくは番組ホームページ、SNSをチェック。
