音声ファイル読み込み中...
ファイルサイズ: 24.7MB
Gemini 2.5 Pro に送信中...
処理時間: 225.2秒

===== 文字起こし結果 =====
[16:09] 彌彌告（女性）: いちいち気にしないっていう風になっていくと、あの実は人生がうまく回り始める。
[16:14] 中島結音（female）: うわー！
[16:15] おさき（female）: それ人に対してもそうですか？
[16:16] 彌彌告（女性）: それはもう、そうです、全般に対してそうなんです。
[16:19] おさき（female）: うわー、そうなんだ。
[16:20] 彌彌告（女性）: パートナーシップの部屋なんですよね。
[16:22] 彌彌告（女性）: 11室のね、この天王星、あ、海王星とも相まって。
[16:26] 彌彌告（女性）: えっと、海王星っていうのは不安とか恐怖とか苦手なんですよ。
[16:29] 彌彌告（女性）: 友達とかチームとか仲間のところに入ってるんだけど、あの、だからいらないんですよ、そんなたくさんの人いらない。
[16:35] 中島結音（female）: いや、いらないいらない。
[16:36] おさき（female）: いや、いらないいらない。
[16:36] 彌彌告（女性）: なんかむしろ、むしろなんか、あの、手に余る。
[16:39] おさき（female）: うん。
[16:39] 中島結音（female）: うん。
[16:40] 彌彌告（女性）: そんなたくさんいらない。
[16:41] おさき（female）: いや、本当にそう。キャパがあるんですよ。
[16:42] 彌彌告（女性）: そう、キャパ。
[16:43] おさき（female）: 友達の。
[16:44] 中島結音（female）: ほんまなん。
[16:44] おさき（female）: ほんまなん。
[16:45] 中島結音（female）: すごい。
[16:45] おさき（female）: ほんまなんですか？
[16:47] 中島結音（female）: みみこ先生。
[16:48] おさき（female）: みみこ先生。
[16:49] 中島結音（female）: みみこ先生。
[16:50] 彌彌告（女性）: いいなこれ。なかなか。
[16:52] 彌彌告（女性）: あの、ちょっと、あの、テンション上がるわ、これ。
[16:56] 中島結音（female）: ふふふふ。
[16:56] 彌彌告（女性）: っていうのがあって。
[16:58] おさき（female）: 本当にそう。
[16:59] 彌彌告（女性）: で、あとですね、ここね、7番ですね。
[17:02] 彌彌告（女性）: 人との相性、恋人、パートナー、仕事相手のところに、この2つが入っています。
[17:08] 彌彌告（女性）: 表現力もかなり豊かだし。だから洞察力も鋭い。
[17:12] おさき（female）: 確かに。
[17:13] 彌彌告（女性）: だから、あの、演技とかも向いてて。
[17:15] 中島結音（female）: へー。
[17:16] 彌彌告（女性）: なりきり型の憑依型になれるんで、役の難易度高ければ高いほどやってみるといいんだって。
[17:22] 中島結音（female）: えー！
[17:23] おさき（female）: そうなの？
[17:24] 中島結音（female）: いいね。
[17:25] おさき（female）: やりましょう。
[17:26] 中島結音（female）: どんどんどんどんやってこう、もう。
[17:28] おさき（female）: やってこう。
[17:29] 中島結音（female）: えー。
[17:30] 彌彌告（女性）: さきちゃんとかはどうですか？
[17:31] おさき（female）: 私、実は子役を最初にやってたんですよ、この活動する前に。
[17:35] 彌彌告（女性）: へー。
[17:36] おさき（female）: 小学1年生から小学5年生ぐらいまでやってて。
[17:39] おさき（female）: で、弟も子役やってたんですけど。
[17:41] おさき（female）: で、弟はもう連ドラ決まって、毎日朝から夜までずっと撮影ママと一緒に行ってて。
[17:50] 彌彌告（女性）: あー。
[17:50] おさき（female）: そう。で、私は妹の面倒、みたいな。
[17:53] おさき（female）: もうママもやっぱ弟がオーディションとか受かると喜ぶじゃないですか。
[17:56] おさき（female）: で、私も本当悔しいし、もうママのこと喜ばせたかった、とか思ってたんですけど。
[18:01] おさき（female）: その経験があって、なんかちょっと抵抗感あるっていうか、今。
[18:07] 彌彌告（女性）: うんうん。
[18:07] おさき（female）: だから演技、みんなに「絶対向いてるよ」ってやっぱ言われるんですけど、なんかめっちゃ苦手意識あって、挑戦できないっていうのがめちゃめちゃあって。
[18:15] 彌彌告（女性）: うんうんうんうん。
[18:17] 彌彌告（女性）: 私が逆に今だからこそ、そのさっき言った細かい洞察力で役になりきる、とか。
[18:24] 彌彌告（女性）: わかんないけど、難易度が高いとしたらさ、なんかこう精神的にこういっちゃってる、例えば殺人犯とかね、やる、とするとじゃん。
[18:31] 彌彌告（女性）: でもそうすると、この殺人犯の人がどうしてこうなってったのかとかさ、どういう風な生い立ちになってこうなっちゃったのかとか。
[18:39] おさき（female）: あー。
[18:40] 彌彌告（女性）: だからそういうのを考えたり、あの、ストーリー性を考えるの好きなはず。
[18:43] 中島結音（female）: え、だってさ、映画見たら本読むとか言ってたじゃん。
[18:45] おさき（female）: あ、うん。
[18:46] おさき（female）: なんかもう詳しく知りたいから、その映画の元になってる人のこととか調べる。
[18:48] 彌彌告（女性）: そうそうそうそう。
[18:51] 中島結音（female）: えー！
[18:52] おさき（female）: え、マジですか？
[18:53] 中島結音（female）: ほんまなん？
[18:54] おさき（female）: ほんまなんですか？
[18:55] 中島結音（female）: これさ、ゆのんたちにしか話してないじゃん。
[18:57] 彌彌告（女性）: そのお母さんの存在が大きいんだよな。
[19:01] おさき（female）: うわー。
[19:02] 中島結音（female）: うわー。
[19:02] 彌彌告（女性）: うん、えっとね、どでかいです。
[19:04] 中島結音（female）: どでかいです。
[19:04] 彌彌告（女性）: どでかいんだよ。
[19:05] 中島結音（female）: ちょっと。
[19:06] 彌彌告（女性）: ここ4番だよね。家庭とか自宅とか晩年居場所のところに土星、プレッシャーとか試練とか課題なんだけど、お母さんの存在がずっと自分の中でこう大きいという。
[19:15] おさき（female）: ああ。
[19:18] 中島結音（female）: うんうん。
[19:19] 彌彌告（女性）: いつもいる。
[19:20] 中島結音（female）: いつもいる。
[19:21] 彌彌告（女性）: っていう感じになるって。
[19:22] おさき（female）: そう。
[19:23] 彌彌告（女性）: お手本にしたいとか、理想にしたいとか、偉大、みたいな。
[19:27] おさき（female）: それです。
[19:28] おさき（female）: だからどうしてもこう自分に目を向けてもらいたいとか。
[19:33] 彌彌告（女性）: なんかそういう感じになってくんんだよね。
[19:36] おさき（female）: そうですね。
[19:36] 彌彌告（女性）: うんうんうんうん。
[19:38] おさき（female）: ママ、なんて言うだろう、とか思いながらいつも生活してます。
[19:41] 彌彌告（女性）: そうなんですよね。
[19:44] ディレクター（男性）: お母さん何やってる方なんですか？
[19:45] おさき（female）: ママは、もう本当ずっと専業主婦だったんですけど、もう子役ん時からもうママがサポートしてくれるし、ママが私演技レッスンとか通ったことなくて、ママがなんかもうママ何も経験ないのに演技指導とか私にしてたし。
[20:00] 中島結音（female）: えー！
[20:01] おさき（female）: ふふふふふふ。
[20:02] 中島結音（female）: 誰やったん？と思って。
[20:04] おさき（female）: なんかマジで怒られるの、なんか意味わかんない、とか思いながらいたんですけど。
[20:08] おさき（female）: 確かにママの言ってることって全部正しいなって思っちゃって。
[20:12] おさき（female）: だから、もうもし迷ったりしたら全部ママに聞くんですよ。
[20:15] 彌彌告（女性）: あと睡眠なんだよね。
[20:17] おさき（female）: 睡眠。
[20:18] 彌彌告（女性）: うん。さきちゃんの場合は、周波数ちょっと敏感です。
[20:23] 彌彌告（女性）: 本当は寝る前は電波を一切遮断した方がいい。
[20:26] 中島結音（female）: へー。
[20:27] 彌彌告（女性）: だから寝ながらスマホは、本当は封印。
[20:30] おさき（female）: うわー！
[20:30] 中島結音（female）: へー！
[20:31] おさき（female）: えー！
[20:32] おさき（female）: そうなんですか？
[20:33] 彌彌告（女性）: そうなんです。
[20:34] おさき（female）: うん。
[20:35] おさき（female）: 分かってたんですけどね。
[20:36] 中島結音（female）: あー。
[20:37] おさき（female）: 私本当に寝れなくて。
[20:42] 彌彌告（女性）: 寝てるようで寝てない。
[20:43] おさき（female）: いや、本当そう。そうそうそうそう。
[20:45] 彌彌告（女性）: そういうこと。
[20:46] おさき（female）: 足音とかで起きちゃうし、ドア開けた音で起きちゃう。
[20:47] 彌彌告（女性）: そうそうそうそう。
[20:50] 彌彌告（女性）: もう寝る前に、もうスマホは今日なしって言って、電源切って。
[20:53] 中島結音（female）: 電源切って。
[20:54] 彌彌告（女性）: 電源切るっていうか、まあどっか違うところに置いて、もう目覚ましとかかけて。
[20:57] 中島結音（female）: それできる。
[20:59] 中島結音（female）: 何してればいいんですか？私。
[21:00] 彌彌告（女性）: 寝るんだよ。
[21:01] 中島結音（female）: あー。
[21:02] おさき（female）: 寝るんだよ。
[21:03] 中島結音（female）: 寝るんだよ。
[21:04] おさき（female）: 寝るんだよ。
[21:05] 中島結音（female）: 寝ればいいんだ。
[21:06] 彌彌告（女性）: そうだよ。
[21:09] ナレーター（女性）: 番組に登場する占いがスマホで体験できる。運命や過去、現在未来を的中させまくりで話題の星ひとみさんや木下レオンさん、みみこさん、大串ノリ子さん、しゅうまさんの占いも詳しくは概要欄をチェック。
[21:33] 彌彌告（女性）: ゆのんさんは人との相性とか、恋人、パートナー、仕事相手のところにですね、こう冥王星、破壊と再生ビッグバンでしょ？金星でしょ？それから木星も入っているという。
[21:35] 中島結音（女性）: めっちゃ入ってる。
[21:44] 中島結音（女性）: 大丈夫。
[21:46] おさき（female）: 入ってるもの大丈夫？
[21:47] 彌彌告（女性）: この星の特性上、とにかく好きになったら一直線。
[21:51] おさき（female）: 来た！
[21:52] 中島結音（female）: 来ました。
[21:54] 中島結音（female）: 来ました、来ました、好きになったら一直線、中島ゆのんね。
[21:56] 彌彌告（女性）: もう脇目も振らない。もうとにかくその人にストレートに。
[22:00] おさき（female）: すごいよ。
[22:01] 彌彌告（女性）: 好き好き好きって伝える。
[22:02] 彌彌告（女性）: 勝率高くないですか？今まで。自分が好きになった人とお付き合い。
[22:07] 中島結音（female）: ふふふふ。
[22:08] 彌彌告（女性）: 外したことないんじゃないかなって。
[22:09] 中島結音（female）: え？
[22:10] 彌彌告（女性）: 外したことあんまないんじゃない？
[22:11] 中島結音（female）: えー！
[22:12] おさき（female）: いや、なんかそうですね。あの、もう狙った獲物は逃がさない。
[22:18] おさき（female）: マジでゆのんはすごいですよ。
[22:20] 彌彌告（女性）: 外さないのよ。
[22:22] おさき（female）: うん。
[22:23] おさき（female）: 諦めを知らないね。
[22:25] 中島結音（female）: ふふふふふふ。
[22:26] 彌彌告（女性）: ワックオン。ワックオン。
[22:29] 彌彌告（女性）: あとね、とにかく信頼第一なんですよ、相手に対して。だからもう当然浮気も絶対NGだし、信頼崩されたらもうアウト。
[22:39] 中島結音（female）: マジでそう。
[22:40] おさき（female）: 信じとる相手にちょっとでもなんか、ちょっとの嘘でもつかれたら「はぁ、もう悲しい」って。
[22:46] 彌彌告（女性）: ああ、もう終わりですね。
[22:48] おさき（female）: そう。
[22:49] 中島結音（female）: あー、もう終わりです。
[22:49] ディレクター（男性）: 例えば何ですか？
[22:51] おさき（female）: もうちょっとの嘘ですよね。なんか男の人たちと飲んでました、みたいな。
[22:57] おさき（female）: ご飯行ってました、男の人たちと、って言っとったのに、実は女の人1人おった、とか。
[23:03] 中島結音（female）: えー。
[23:03] おさき（female）: そのしょうもない嘘なんな、みたいな。
[23:05] 彌彌告（女性）: そうそうそうそうそうそう。
[23:06] おさき（female）: 言ったらいいのに、何でそこで言った、とか。
[23:08] 彌彌告（女性）: だからそうなんだよね。その、まさに冥王星なんだけどさ、その格納しておくんです。色々な証拠。
[23:17] 彌彌告（女性）: それで、もうバーンって爆発した時に全部それこうぶつける。
[23:20] 中島結音（female）: うわー。
[23:21] おさき（female）: うわー。
[23:22] 彌彌告（女性）: バーンバーンバーンってやるから。
[23:24] 中島結音（female）: ほんとだ。
[23:24] おさき（female）: ほんとだ。
[23:25] 中島結音（female）: 全部溜めて溜めて。
[23:26] 彌彌告（female）: 溜めて溜めて。
[23:26] おさき（female）: 確かに。
[23:27] 中島結音（female）: めっちゃ言うかも、最後にもう。
[23:28] 彌彌告（female）: そう。
[23:29] 中島結音（female）: もうどうにでもなれってなった時に。
[23:30] 彌彌告（female）: そう。
[23:31] 中島結音（female）: 離れる覚悟出てきた時に全部バーって言って終わる。
[23:34] 彌彌告（female）: これがもう破壊なんですよ。
[23:35] 中島結音（female）: 破壊だわ。
[23:36] 彌彌告（female）: うん。
[23:37] 彌彌告（female）: 大体こう溜めてるから。
[23:39] 中島結音（female）: あ、そうなんだ。
[23:40] 彌彌告（female）: 溜めて溜めてくわ。
[23:41] 中島結音（female）: うわー。
[23:42] おさき（female）: うわー。
[23:43] 中島結音（female）: ねえ、確かに。
[23:44] おさき（female）: 確かに。
[23:45] 中島結音（female）: すごい。
[23:46] 彌彌告（female）: あとこの星の特性上なんかホールドされることが大好きなんで。
[23:53] 彌彌告（female）: だからなんか大きい、背が高い人とか、こうなんか細身の人で、あんまり筋肉質じゃない人。
[23:59] 彌彌告（female）: で、威圧感がない人がちょっと好きになりやすくて。
[24:02] 中島結音（female）: へー。
[24:03] 彌彌告（female）: 何でかって言うとこうされたいんですよ。ホールドされたいって。
[24:08] 中島結音（female）: 抱きしめて。
[24:09] 彌彌告（female）: そうそうそうそう。
[24:10] 中島結音（female）: 包んで包んで。
[24:10] 彌彌告（female）: これ弱い。
[24:12] おさき（female）: 大好き。
[24:13] 中島結音（female）: 大好き。
[24:14] おさき（female）: 守られるの、大好き。
[24:15] 彌彌告（female）: そうなんです。
[24:16] 中島結音（female）: のんちゃん、みたいな人。
[24:18] おさき（female）: 確かにね。
[24:19] 中島結音（female）: のんちゃん、みたいな人が好き。
[24:20] 彌彌告（female）: そうそうそうそう。これやられるとね、結構あの、惚れっぽくなっちゃう。
[24:25] 中島結音（female）: えー、やばいじゃん。
[24:26] おさき（female）: やめてくださいよ。
[24:27] 中島結音（female）: やばいじゃん、もう。
[24:28] 彌彌告（female）: これ一応聞いて、2023年の3月、16歳高1ぐらいに結構大恋愛してます？
[24:37] おさき（female）: 覚えてない。
[24:38] 中島結音（female）: 高1。
[24:39] おさき（female）: した。
[24:40] 中島結音（female）: した。
[24:41] おさき（female）: ふふふふふふ。
[24:42] 中島結音（female）: ふふふふふふ。
[24:44] 彌彌告（female）: ワックオン。ワックオン。
[24:47] 彌彌告（female）: 何で分かれちゃった？
[24:49] おさき（female）: なんかゆのんがめっちゃ頑張、頑張っとったし。
[24:53] 彌彌告（female）: うんうんうんうん。
[24:54] おさき（female）: 家事とかもめっちゃやっとったし。
[24:55] 彌彌告（female）: うん。
[24:56] おさき（female）: で、喜んで欲しくてやっとったけど、それがちょっとダメにさせてしまったかな、みたいな。
[25:01] おさき（female）: でもすごい男気あって面白かったし、その人も自立しとったけ。
[25:05] おさき（female）: やっぱバカなことばっかして楽しかったし。
[25:08] おさき（female）: しょうもない遊びでもめっちゃ楽しかったけど。
[25:10] おさき（female）: なんかちょっと違うかもなって思っちゃって最後の方に。
[25:15] 彌彌告（female）: うんうんうん。
[25:16] 彌彌告（female）: えっ、一応年表で言うと、あの26歳頃に結婚の周期が入ってます。
[25:21] 中島結音（female）: へー。
[25:22] 彌彌告（female）: 歳的に。
[25:23] 中島結音（female）: 26。
[25:24] おさき（female）: へー。
[25:24] 彌彌告（female）: だから、えっと、2033年頃かなっていうのが入ってて。
[25:28] 中島結音（female）: へー。
[25:29] 彌彌告（female）: それまでお仕事とか色々やりたいって言うんだったら色々やって、その辺あたりに結婚が最適。
[25:35] 中島結音（female）: うわー。
[25:35] おさき（female）: そうなんだ。
[25:36] 彌彌告（female）: っていう感じになってます。
[25:37] 中島結音（female）: はい。
[25:37] 彌彌告（female）: うんうんうん。
[25:38] 彌彌告（female）: で、今度はね、さきちゃんですね。こちらのほう、8番の方に冥王星入ってんすよ。じゃん。
[25:44] 中島結音（female）: えー！
[25:44] おさき（female）: 何これ？
[25:45] 中島結音（female）: この。
[25:45] 彌彌告（female）: 結婚の部屋になるんですね。財産、結婚、セックス、死と再生と言って、あの、このまま言います。あの、なかなか理想高いです。
[25:52] 中島結音（female）: えー！
[25:53] おさき（female）: えー！
[25:54] 中島結音（female）: えー！
[25:55] おさき（female）: えー！
[25:56] 中島結音（female）: そう！
[25:57] おさき（female）: そう、理想高いよね、さきちゃん。
[25:58] 彌彌告（female）: うん。
[25:59] 彌彌告（female）: それもかなりの大王道が好きです。
[26:01] 中島結音（female）: えー！
[26:02] おさき（female）: そう、そう、そう。
[26:03] 彌彌告（female）: はい。
[26:04] おさき（female）: そうなんです。
[26:05] 彌彌告（female）: ワックオン。ワックオン。
[26:09] 彌彌告（female）: まあイケメン、高青年、清潔感、それなりの筋肉、細マッチョ、誰にでも好かれて人間性もかなり見る。
[26:16] 彌彌告（female）: 中身がしっかり伴ってないと痛いです。
[26:18] 中島結音（female）: うわー！
[26:19] おさき（female）: うわー！
[26:20] 中島結音（female）: うわー！
[26:21] おさき（female）: そう。
[26:21] 中島結音（female）: 人生ちょっと待って。
[26:23] 彌彌告（female）: ちょっとやばくない？
[26:24] おさき（female）: やばい。
[26:25] 中島結音（female）: え、私本当にそれ高いんですよ。
[26:27] 彌彌告（female）: 高いんです。
[26:27] おさき（female）: そう、1個でも私の理想に合致してなかったら、もうないかなってなっちゃう。
[26:33] 彌彌告（female）: なっちゃうんですよ。
[26:34] おさき（female）: もうそこもこだわり。
[26:35] 彌彌告（female）: だからそもそもなんですけど、めったにこう人をこう恋愛対象として見ないんで。
[26:41] おさき（female）: はい。
[26:42] 彌彌告（female）: 恋愛の回数自体はちょっと少ないんじゃないかなと思います。
[26:45] おさき（female）: めっちゃ少ないです。
[26:46] 彌彌告（female）: 対象として見ないから。
[26:47] おさき（female）: 好きな人いたこともあんまりないんですよ、私。
[26:50] 彌彌告（female）: そうなんですよ。
[26:51] おさき（female）: へー。
[26:52] 彌彌告（female）: それぞれの家族の価値観が違うと。
[26:55] 彌彌告（female）: うん。
[26:56] 彌彌告（female）: 将来的に一緒にいてもいいのかなって不安になります。
[26:59] 中島結音（female）: へー。
[27:00] おさき（female）: うわー。
[27:01] 中島結音（female）: うわー。
[27:02] 彌彌告（female）: 1番そこです。
[27:03] 中島結音（female）: 言ってない。
[27:04] おさき（female）: 1番そこ。
[27:05] 彌彌告（female）: そうだよね。
[27:05] おさき（female）: 重要。
[27:06] 彌彌告（female）: そこが重要なんですよ。
[27:07] おさき（female）: ちょ、すごくない？
[27:08] 中島結音（female）: え、待って。
[27:09] おさき（female）: え、ゆのん言ってないよね？
[27:10] 中島結音（female）: ゆのん言ってない。
[27:11] おさき（female）: ゆのん言ってない。
[27:12] 中島結音（female）: そんなリークしとらん。
[27:14] おさき（female）: ば。
[27:14] 中島結音（female）: ゆのんはみみこ先生にリークしてません。
[27:18] おさき（female）: ゆのんはリークしてません。
[27:21] 彌彌告（female）: リークはされてないです。
[27:23] 中島結音（female）: 内通者じゃないでしょ？私、人狼じゃないです。
[27:26] 彌彌告（female）: 本当ですよ。
[27:27] おさき（female）: 本当？
[27:28] 中島結音（female）: ちょっと待って。
[27:29] 彌彌告（female）: そうなんですよ。
[27:31] 彌彌告（female）: しかもさきちゃんがなんか言ってるポイントはマジでそこ。
[27:33] 中島結音（female）: そこ。
[27:33] 彌彌告（female）: しかないよね。
[27:34] 中島結音（female）: そこしかないんですよ。
[27:35] 彌彌告（female）: 自分の家族もそうなんだけど、相手の家族にもそれを求めるんですよ。
[27:38] 彌彌告（female）: だからお父さんとかお母さんに、なんかすごいなんか冷たい言い方とかしてると、嫌んなっちゃう。
[27:44] おさき（female）: そうです、そうです、本当にそう。
[27:46] 彌彌告（female）: もっと大事にしてあげてって風にすごい思うんで。
[27:50] おさき（female）: 相手のお母さんへの対応の仕方でちょっと見てる、見ちゃうっていうのはあるかもしれない。
[27:56] 彌彌告（female）: そうなんだよね。
[27:57] 彌彌告（female）: で、それはあの些細なことでは全然ないです。
[28:00] 彌彌告（female）: この星を見る限り大きなことなので。
[28:02] 彌彌告（female）: だからすり合わせが必要。私は実は大事にしてるから、そこをあなたも大事にして欲しいよ、っていうのをちゃんと今からすり合わせていく必要がある。
[28:12] おさき（female）: へー。
[28:13] 彌彌告（female）: 来年、あの。
[28:14] おさき（female）: 来年？
[28:15] 彌彌告（female）: 来年。
[28:15] 中島結音（female）: えー！
[28:16] 彌彌告（female）: で、これはもう27年はさすがに早すぎる、みたいな感じだとするんだったら、28歳の頃かな？に的齢期がやってくる。
[28:26] 中島結音（female）: えー！
[28:27] 彌彌告（female）: で、これ逃すと31とかになっちゃうから。
[28:30] 彌彌告（female）: だから28は結構大事な。
[28:32] 中島結音（female）: えー！
[28:34] おさき（female）: そうなんですか？
[28:35] 中島結音（female）: 28。
[28:36] おさき（female）: 28か。
[28:37] 中島結音（female）: ヤバ。
[28:38] おさき（female）: やばいね。
[28:39] 中島結音（female）: どうしよう、さき、来年。
[28:41] おさき（female）: うわー！
[28:42] 中島結音（female）: うわー。
[28:44] 中島結音（female）: みみこ先生に来てもらおう。
[28:45] おさき（female）: みみこ先生来てくれます？
[28:46] 彌彌告（female）: 全然喜んでくれる。
[28:47] 中島結音（female）: あー！
[28:48] おさき（female）: あー！
[28:50] ディレクター（男性）: はい。
[28:51] 中島結音（female）: うわー。
[28:52] おさき（female）: お疲れ様でした。
[28:54] 中島結音（female）: お疲れ様でした。ありがとうございます。
[28:56] おさき（female）: ありがとうございました。
[28:58] おさき（female）: でも当てられすぎてバレんかったんですけど。
[29:01] 中島結音（female）: 怖いです。
[29:02] ディレクター（男性）: え、何で知ってんの？
[29:03] 中島結音（female）: 何でわかった？
[29:05] おさき（female）: ねえ、ゆのん誰にも言ってないんじゃけど。
[29:06] 中島結音（female）: 本当にそう。
[29:07] おさき（female）: うちらはさそり座だから、誰にも言わないから。
[29:09] 中島結音（female）: 言わないですね。
[29:10] おさき（female）: しかも。
[29:10] 中島結音（female）: 言うわけないし。
[29:11] おさき（female）: 知ってるわけがないんですよ。
[29:12] 中島結音（female）: なわけないんですよ。
[29:14] 中島結音（female）: うわー。
[29:15] 中島結音（female）: YouTubeでも話してないこと言われて。
[29:17] ディレクター（男性）: 言われました。
[29:18] ディレクター（男性）: さきさんはね、占い初めてって。
[29:21] おさき（female）: はい。
[29:22] おさき（female）: 私、占いちょっと信じちゃいました。
[29:25] 中島結音（female）: ふふふふふ。
[29:26] おさき（female）: ふふふふ。
[29:27] おさき（female）: え、占いってすごいんだね。
[29:29] 中島結音（female）: すごいよね。
[29:30] おさき（female）: 自信にもなるよね。
[29:32] 中島結音（female）: 確かに。
[29:33] おさき（female）: 自分の気づけんかったとこ。
[29:34] 中島結音（female）: 決断とかにも繋がるし。
[29:37] おさき（female）: ちょっとこれから、ゆのんとスピ活しようかな。
[29:40] 中島結音（female）: ふふふふふふ。
[29:41] おさき（female）: スピ活。
[29:42] 中島結音（female）: スピ活。
[29:43] ナレーター（女性）: 仕事運に恋愛運、金運など、あなただけの開運日が一目瞭然。
[29:50] ナレーター（女性）: 番組に出演している占い師が毎日あなたの運勢や運のいい日を教えてくれます。
[29:58] ナレーター（女性）: さらに2026年上半期の運勢も確認できます。
[3:03] ナレーター（女性）: 詳しくはこちら番組ホームページ、SNSをチェック。
